title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Inugami Hakase,10306,Manga,7.0,1.0,Finished,"['Avant Garde', 'Horror', 'Supernatural']",6.5,13102.0,"['Maruo, Suehiro']",Young Champion Magazine
Mawang Ilgi,277,Manhwa,26.0,7.0,Finished,"['Action', 'Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy']",7.44,2960.0,"['Kara', 'Lee, Ji Hyong', 'Lee, Soome', 'Lee, Yun-hee']",Wink
Tomogui Kyoushitsu,109609,Manga,39.0,4.0,Finished,['Horror'],5.34,15490.0,"['Kankitsu, Yusura', 'Sawase, Yuu']",Shounen Jump+
Kasane,41341,Manga,17.0,2.0,Finished,"['Drama', 'Horror', 'Supernatural']",,34520.0,"['Tanabe, Gou']",Comic Beam
Futago Complex,126959,Manga,,,Publishing,"['Comedy', 'Slice of Life']",6.81,9892.0,"['Orihara, Sachiko']",Shuunin ga Yuku! Special
Gekijouban Ataru: The First Love & The Last Kill,79137,Manga,,2.0,Finished,"['Drama', 'Mystery']",,38259.0,"['Terai, Akane', 'Sakurai, Takeharu']",Asuka (Monthly)
Inochigake demo Tarinai no sa,131568,Manga,9.0,2.0,Finished,[],,33811.0,"['Oshiba, Ken']",Bessatsu Shounen Magazine
Kawaii Kouhai ni Iwasaretai,125126,Manga,,,Publishing,"['Comedy', 'Romance']",6.68,11286.0,"['Kawamura, Taku']",Manga Cross
Mabarai-san wa Boku wo Karitai,141704,Manga,,,Publishing,"['Romance', 'Supernatural']",6.99,7807.0,"['Torii, Ma']",Web Comic Apanta
Manabi Ikiru wa Fuufu no Tsutome,111320,Manga,,3.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",6.48,13230.0,"['Kosame, Daizu']",twi4
Mio Nikki,21098,Manga,,1.0,Finished,"['Comedy', 'Slice of Life']",,25730.0,"['Arai, Cherry']",Manga Home
NEET dakedo Hello Work ni Ittara Isekai ni Tsuretekareta,113558,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy', 'Romance']",6.45,13470.0,"['Katsura, Kasuga', 'Takano, Itsuki']",Comic Valkyrie
NEET Girlfriend,21209,One-shot,1.0,,Finished,['Hentai'],6.45,,['D.P'],Comic Hotmilk
Onee na Kareshi to Boyish Kanojo,102041,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",,22484.0,"['Koga, Shiro']",Spinel
Senpai wa Otokonoko,137982,Manga,,,Finished,['Romance'],7.52,2415.0,['Pomu'],LINE Manga
Shimazaki Nana@Oshigoto Boshuuchuu,126753,Manga,,,Publishing,"['Comedy', 'Ecchi']",6.69,11216.0,"['Akiba, Ruiki']",Manga Life STORIA Dash
Tonari no Nobukuni-san wa Ore no Koto ga Suki na Ki ga Suru,131119,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",6.5,13077.0,"['Yasuda, Kousuke']",Young Animal
Tonari no Seki no Kobayashi-san.,111589,Manga,,,Publishing,"['Comedy', 'Romance', 'Slice of Life']",6.83,9647.0,"['Kayabara, Mihashi']",comico
Waratte! Sotomura-san,34167,Manga,,7.0,Finished,"['Comedy', 'Slice of Life']",7.34,3824.0,"['Minamori, Minamo']",Manga Time Special
Asanami-san to Shindemo Ikitai.,122551,Manga,15.0,1.0,Finished,['Comedy'],6.26,14462.0,"['Urano, Ritsu']",Magazine pocket
Hiru to Yoru no Oishii Jikan,114625,Manga,15.0,2.0,Finished,['Slice of Life'],6.98,7845.0,"['Morikawa, Yuu']",Hug pixiv
Itoshi Koishi,115123,Manga,18.0,3.0,Finished,"['Drama', 'Girls Love']",7.04,7061.0,"['Takemiya, Jin']",Comic Yuri Hime
Kimi ni Koishite Ii desu ka.,49397,Manga,14.0,2.0,Finished,['Romance'],7.35,3717.0,"['Shiiba, Nana']",Margaret
Nanaokuen wo Te ni Ireta Boku ni Arigachi na Koto.,112792,Manga,10.0,2.0,Finished,['Comedy'],,30703.0,"['Kawamura, Taku']",Shounen Ace
Ookii Kouhai wa Suki desu ka?,123529,Manga,55.0,4.0,Finished,"['Comedy', 'Slice of Life']",6.65,11669.0,"['Takuji, Yuusaku']",Dra-Dra Sharp#
Saguri-chan Tankentai,109331,Manga,38.0,4.0,Finished,"['Comedy', 'Slice of Life']",7.07,6740.0,"['Akiyama, Yoco']",Shounen Jump+
Shibarare Hime,38525,Manga,10.0,1.0,Finished,['Hentai'],,,"['Inoue, Yoshihisa']",Comic Aun
Shihatsu Densha,102210,One-shot,1.0,,Finished,['Slice of Life'],6.76,10383.0,"['Koyama, Aiko']",Shounen Sunday
Subete ni Iya Girl,2570,Manga,86.0,5.0,Finished,"['Comedy', 'Romance']",7.02,7377.0,"['Rokunishi, Koji']",Young Magazine (Weekly)
Tekitou na Maid no Oneesan to Erasou de Ichizu na Bocchan,119710,Manga,42.0,4.0,Finished,"['Comedy', 'Slice of Life']",6.92,8559.0,"['Oohara, Roron']",Comic Cune
Devilman Saga,85924,Manga,,13.0,Finished,[],6.67,11388.0,"['Nagai, Go']",Big Comic
Bokura wa Minna Yatteiru.,137833,One-shot,1.0,,Finished,"['Comedy', 'Fantasy', 'Ecchi']",6.54,12694.0,"['Hiiragi, Yuuichi']",Young Jump
Futatabi,49949,One-shot,1.0,,Finished,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.14,14857.0,"['Miura, Kentarou']",Shounen Magazine (Weekly)
Garaku,133498,One-shot,1.0,,Finished,['Action'],6.92,8545.0,"['Suzuki, Yuuto']",Shounen Jump+
Gekkou no Arcadia,105110,One-shot,1.0,,Finished,"['Fantasy', 'Sci-Fi']",6.16,14801.0,"['Yagi, Norihiro']",Shounen Jump (Weekly)
Hatsukoi Shinjuu,63847,Manga,38.0,3.0,Finished,"['Drama', 'Romance']",6.72,10909.0,"['Suzaki, Yosuke']",Manga Box
Nigeru Otoko,19465,Manga,5.0,1.0,Finished,['Mystery'],6.59,12260.0,"['Ono, Natsume']",Manga Erotics F
Renjou Desperado,107081,Manga,36.0,6.0,Finished,"['Action', 'Comedy', 'Romance']",7.08,6535.0,['Ahndongshik'],Gessan
Ruri Dragon,138475,One-shot,1.0,,Finished,"['Comedy', 'Fantasy', 'Slice of Life']",7.54,2302.0,"['Shindou, Masaoki']",Jump GIGA
Rurouni Kenshin: Tokuhitsuban,37303,Manga,11.0,2.0,Finished,['Action'],7.23,4880.0,"['Watsuki, Nobuhiro']",Jump SQ.
Sekiro Gaiden: Shinazu Hanbei,125301,Manga,8.0,1.0,Finished,"['Action', 'Drama']",7.24,4808.0,"['Yamamoto, Shin']",ComicWalker
Signal 100,91943,Manga,27.0,4.0,Finished,"['Drama', 'Horror', 'Sci-Fi', 'Suspense']",6.59,12281.0,"['Miyatsuki, Arata', 'Kondou, Shigure']",Young Animal
Tsurebito,737,Manga,23.0,4.0,Finished,"['Drama', 'Supernatural']",7.21,5066.0,"['Yoshitomi, Akihito']",Magazine-Z
Accel World,22993,Manga,45.0,8.0,Finished,"['Action', 'Romance', 'Sci-Fi']",7.27,4429.0,"['Kawahara, Reki', 'Aigamo, Hiroyuki']",Dengeki Bunko Magazine
Iryuu: Team Medical Dragon,1297,Manga,210.0,25.0,Finished,"['Award Winning', 'Drama']",8.14,470.0,"['Nagai, Akira', 'Nogizaka, Tarou']",Big Comic Superior
Koimoku,24275,Manga,20.0,5.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.99,7744.0,"['Im, Dal Young', 'Lee, Hae Won']",Comic Valkyrie
Magic Insulator,16156,Manhua,10.0,2.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6.75,10552.0,"['Yang, Chen Da']",Dragon Youth
Magikano,1728,Manga,53.0,10.0,Finished,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",6.86,9270.0,"['Momose, Takeaki']",Magazine-Z
Rental Magica,10013,Manga,30.0,5.0,Finished,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",7.02,7423.0,"['Sanda, Makoto', 'Narimiya, Akiho']",Asuka (Monthly)
Scarlet Order: Dance in the Vampire Bund 2,61185,Manga,17.0,4.0,Finished,"['Action', 'Romance', 'Supernatural', 'Suspense', 'Ecchi']",7.3,4170.0,"['Tamaki, Nozomu']",Comic Flapper
Superior,1533,Manga,28.0,9.0,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",7.75,1315.0,['ichtys'],Gangan Powered
Zettai Karen Children,5821,Manga,622.0,63.0,Finished,"['Action', 'Comedy', 'Supernatural']",7.68,1606.0,"['Shiina, Takashi']",Shounen Sunday
Asklepios,8254,Manga,21.0,3.0,Finished,"['Action', 'Adventure', 'Supernatural']",7.12,6111.0,"['Uchimizu, Tooru']",Shounen Jump (Weekly)
Blood Parade,30961,Manga,12.0,2.0,Finished,"['Action', 'Supernatural']",6.59,12192.0,"['Karasawa, Kazuyoshi']",GFantasy
Dance in the Vampire Bund: Sledge Hammer no Tsuioku,51027,Manga,13.0,3.0,Finished,"['Action', 'Drama', 'Supernatural']",7.22,5020.0,"['Tamaki, Nozomu']",Comic Flapper
Kidou Senshi Gundam-san,15018,Manga,,,Publishing,['Comedy'],7.66,1689.0,"['Yatate, Hajime', 'Tomino, Yoshiyuki', 'Oowada, Hideki']",Gundam Ace
Nurarihyon no Mago,16532,One-shot,1.0,,Finished,"['Action', 'Adventure']",7.36,3629.0,"['Shiibashi, Hiroshi']",Akamaru Jump
Metallica Metalluca,19983,Manga,20.0,3.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6.32,14220.0,"['Mizuno, Teruaki']",Shounen Jump (Weekly)
Psychic Academy Oura Bansho,489,Manga,38.0,11.0,Finished,"['Drama', 'Romance', 'Supernatural', 'Ecchi']",7.03,7245.0,"['Katsu, Aki']",Magazine-Z
Rappi Rangai,4613,Manga,48.0,9.0,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.3,4096.0,"['Tanaka, Hosana']",Shounen Sirius
Aphorism,11544,Manga,84.0,14.0,Finished,"['Action', 'Fantasy', 'Horror', 'Supernatural']",7.28,4392.0,"['Kujo, Karuna']",Gangan Online
Death/Communication,18542,Manga,21.0,4.0,Finished,"['Comedy', 'Fantasy', 'Supernatural', 'Ecchi']",6.41,13703.0,"['Kaneda, Mario']",Shounen Ace
"Akuyaku Reijou, Brocon ni Job Change Shimasu",136926,Manga,,,Publishing,"['Fantasy', 'Romance']",,34726.0,"['Hama, Chidori', 'Cosaji']",Flos Comic
Ani ga Imouto de Imouto ga Ani de.,39987,Manga,29.0,7.0,Finished,['Romance'],6.62,11969.0,"['Kurumatani, Haruko']",ARIA
Audience with Her Majesty the Queen,45477,Manhua,,,Publishing,['Comedy'],6.96,8166.0,['ZCloud'],u17
Coda,24183,Manga,16.0,3.0,Finished,"['Comedy', 'Drama']",7.54,2333.0,"['Ichimura, Hitoshi']",Comic Avarus
Ganota no Onna,30581,Manga,27.0,3.0,Finished,"['Comedy', 'Romance']",6.94,8367.0,"['Uroaki, Sabishi']",Gundam Ace
Honoka Lv. Up!,12567,Manga,28.0,4.0,Finished,"['Comedy', 'Slice of Life']",6.96,8099.0,"['Ohta, Akiyoshi', 'MATSUDA98']",Dengeki Comic Gao!
Kaichuu!,20882,Manga,,12.0,Finished,"['Comedy', 'Sports']",7.06,6861.0,"['Hayashi, Yuuki']",Young Jump
Kutsuzure Sensen: Majo Vasenka no Sensou,24527,Manga,22.0,2.0,Finished,"['Comedy', 'Supernatural']",7.17,5481.0,"['Hayami, Rasenjin']",Comic Ryu
Manabiya,13774,Manga,5.0,1.0,On Hiatus,"['Comedy', 'Slice of Life']",7.14,5900.0,"['Kojima, Akira']",Gangan Joker
Maou Reijou kara Hajimaru Sangokushi: Touhakuden,145732,Manga,,,Publishing,['Fantasy'],,29580.0,"['Namonashi', 'Izaki, Kyousuke']",Manga UP!
Night Wizard Variable Witch,21486,Manga,,2.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",,32374.0,"['Nekobyou, Neko']",Famitsu Playstation+
O/A,21299,Manga,35.0,7.0,Finished,['Comedy'],7.17,5503.0,"['Watarai, Keiji']",Young Ace
Ookami-heika no Hanayome,19200,Manga,118.0,19.0,Finished,['Romance'],7.77,1251.0,"['Kauta, Mato']",LaLa
Rinkane,141597,Manga,,,Publishing,['Romance'],,28903.0,['Tomekichi'],Comic Bushiroad Web
Samurai High School,21618,Manga,25.0,5.0,Finished,"['Comedy', 'Fantasy', 'Supernatural']",7.51,2515.0,"['Kashiwaba, Hiro']",Shounen Sunday Super
Sexless Friend,36041,Manga,14.0,2.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.42,13665.0,"['Kakei, Hidetaka']",Web Comic Beat's
Tensei Pandemic,112641,Manga,74.0,10.0,Finished,"['Comedy', 'Ecchi']",6.43,13598.0,"['Fuyuno, Nabe']",MangaONE
Tensei shitara Ore ga Heroine de Aitsu ga Yuusha Datta,127834,Manga,,,Publishing,"['Adventure', 'Comedy', 'Fantasy']",6.56,12512.0,"['Mizuno, Moto']",Comic Gardo
Tripeace,20694,Manga,43.0,11.0,Finished,"['Action', 'Comedy', 'Drama', 'Fantasy']",7.37,3547.0,"['Maru, Tomoyuki']",Shounen Gangan
Usotsuki Lily,19111,Manga,119.0,17.0,Finished,"['Comedy', 'Romance']",7.61,1930.0,"['Komura, Ayumi']",Margaret
Boku ga Watashi ni Naru Tame ni,99945,Manga,8.0,1.0,Finished,[],7.25,4707.0,"['Hirasawa, Yuuna']",Morning
Boku to Kanojo no XXX,460,Manga,69.0,8.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",6.98,7873.0,"['Morinaga, Ai']",Comic Avarus
Cross Days,23438,Manga,13.0,2.0,Finished,['Romance'],6.17,14764.0,"['Sakazuki, Homare', '0verflow']",Comp Ace
Gachagacha,347,Manga,97.0,16.0,Finished,"['Comedy', 'Romance', 'Ecchi']",7.21,5039.0,"['Tamakoshi, Hiroyuki']",Magazine Special
Kunisaki Izumo no Jijou,13406,One-shot,1.0,,Finished,['Comedy'],7.01,7504.0,"['Hirakawa, Aya']",Shounen Sunday
M�R Omega,135,Manga,39.0,4.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6.04,15034.0,"['Anzai, Nobuyuki', 'Hoshino, Koichiro']",Shounen Sunday
Mint na Bokura,1006,Manga,30.0,6.0,Finished,"['Comedy', 'Drama', 'Romance']",7.45,2857.0,"['Yoshizumi, Wataru']",Ribon Magazine
Onna no Buki ga Tsukaete koso Otoko no Ko desu.,23858,One-shot,1.0,,Finished,"['Comedy', 'Ecchi']",5.22,15504.0,"['Ueda, Yuu']",WAaI!
Pretty Face,48,Manga,53.0,6.0,Finished,"['Comedy', 'Romance', 'Ecchi']",7.6,1964.0,"['Kano, Yasuhiro']",Shounen Jump (Weekly)
Princess Princess,246,Manga,25.0,5.0,Finished,"['Boys Love', 'Comedy']",7.56,2198.0,"['Tsuda, Mikiyo']",Wings
Princess Princess Plus,247,Manga,6.0,1.0,Finished,"['Boys Love', 'Comedy']",7.2,5186.0,"['Tsuda, Mikiyo']",Wings
Shishunki Bitter Change,65473,Manga,67.0,9.0,Finished,"['Drama', 'Romance']",7.69,1545.0,['Masayoshi'],Comic Polaris
Tsukiyo no Fromage,7754,Manga,,,Publishing,"['Comedy', 'Fantasy']",7.02,7416.0,['Tinkle'],Comp Ace
Yubisaki Milk Tea,579,Manga,89.0,10.0,Finished,"['Comedy', 'Drama', 'Romance', 'Ecchi']",7.13,5927.0,"['Miyano, Tomochika']",Young Animal
Strike Witches: Kimi to Tsunagaru Sora,22942,Manga,8.0,1.0,Finished,['Sci-Fi'],7.35,3668.0,"['Shimada, Humikane', 'Kyogoku, Shin']",NyanType
Strike Witches: Tenkuu no Otome-tachi,8979,Manga,11.0,2.0,Finished,"['Action', 'Sci-Fi']",6.99,7728.0,"['Shimada, Humikane', 'Tanaka, Yuuki']",Comp Ace
Akaiito no Noroi,100511,One-shot,1.0,,Finished,['Hentai'],6.95,,['Yakiniku King'],Comic Aun
Benkigai,39261,Manga,7.0,1.0,Finished,['Hentai'],,,['Mayonnaise.'],Buster Comic
Bitoku no Fukou,53617,Manga,7.0,1.0,Finished,['Hentai'],,,['Oyster'],Comic Mate
Girlfriend,1337,Manga,26.0,5.0,Finished,"['Drama', 'Romance', 'Slice of Life', 'Ecchi']",6.65,11614.0,"['Hokazono, Masaya', 'Betten, Court']",Young Jump
Hiai Mousou,71787,Manga,18.0,3.0,Finished,['Horror'],5.96,15162.0,"['Nakamura, Uzuki']",Young King OURs GH
Magi no Okurimono,82041,Manga,6.0,1.0,Finished,"['Romance', 'Supernatural']",7.54,2292.0,"['Yoshizuki, Kumichi']",Grand Jump Premium
Sora x Lila: Sorairo no Lila to Okubyou na Boku,78649,Manga,9.0,2.0,Finished,"['Comedy', 'Romance', 'Supernatural']",6.68,11363.0,"['Kagesaki, Yuna']",Comic High!
Steins;Gate: Onshuu no Brownian Motion,28899,Manga,11.0,2.0,Finished,"['Drama', 'Sci-Fi']",8.0,679.0,"['Nitroplus', 'Mizoguchi, Takeshi']",Famitsu Comic Clear
Tadashii Majutsu no Asobikata,39503,Manga,8.0,1.0,Finished,"['Comedy', 'Supernatural', 'Ecchi']",,27886.0,"['Yahiro, Pochi']",Young Comic
Uwa-Koi,29931,Manga,36.0,6.0,Finished,"['Drama', 'Romance', 'Ecchi']",5.83,15277.0,"['Itosugi, Masahiro']",Young King
Yuretsuzukeru,1935,Manga,7.0,1.0,Finished,"['Drama', 'Sci-Fi']",6.83,9644.0,"['Matsumoto, Jiro']",Manga Erotics F
Hshs Sasero!!,91458,Manga,37.0,3.0,Finished,['Comedy'],6.59,12219.0,"['Yuzuki, Ryouta']","Comic Dengeki Daioh ""g"""
Le Th��tre de A,42069,Manga,16.0,1.0,Finished,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",7.51,2501.0,"['Nakamura, Asumiko']",Gothic & Lolita Bible
Lo-Fi After School,45689,Manga,8.0,1.0,Finished,"['Comedy', 'Romance']",6.6,12141.0,"['Igarashi, Ran']",Aoharu
Ame no Hi no Iris: Boku no Shukudai,83585,Light Novel,1.0,,Finished,"['Sci-Fi', 'Slice of Life']",7.03,7225.0,"['Matsuyama, Takeshi', 'Hirasato']",Dengeki Bunko Magazine
Aozora Kirai no Usotsuki Semiko,67453,Manga,7.0,1.0,Finished,"['Comedy', 'Romance']",7.37,3529.0,"['Wannyanpu', 'Karate']",pixiv Comic
Coppelion,14729,Manga,226.0,26.0,Finished,"['Action', 'Drama', 'Sci-Fi']",7.43,3042.0,"['Inoue, Tomonori']",Young Magazine (Weekly)
Dorothea: Majo no Tetsutsui,3143,Manga,32.0,6.0,Finished,"['Action', 'Drama', 'Fantasy']",7.05,7006.0,['Cuvie'],Dragon Age
Emblem Take 2,86734,Manga,635.0,62.0,Finished,"['Action', 'Drama']",,39423.0,"['Watanabe, Jun', 'Kiuchi, Kazumasa']",Young Magazine (Weekly)
Mahouka Koukou no Rettousei: Double Seven-hen,101482,Manga,32.0,3.0,Finished,"['Sci-Fi', 'Supernatural']",7.5,2562.0,"['Kitaumi, Tsuna', 'Satou, Tsutomu']",GFantasy
Mahouka Koukou no Rettousei: Kyuukousen-hen,60973,Manga,32.0,5.0,Finished,"['Action', 'Drama', 'Sci-Fi']",7.82,1092.0,"['Kitaumi, Tsuna', 'Satou, Tsutomu']",GFantasy
Mahouka Koukou no Rettousei: Natsuyasumi-hen,104234,Manga,14.0,3.0,Finished,"['Action', 'Sci-Fi', 'Supernatural']",7.15,5701.0,"[""Yuzuki N'"", 'Satou, Tsutomu']",Dengeki Daioh
Mahouka Koukou no Rettousei: Nyuugaku-hen,33699,Manga,23.0,4.0,Finished,"['Sci-Fi', 'Supernatural']",7.76,1287.0,"['Hayashi, Fumino', 'Kitaumi, Tsuna', 'Satou, Tsutomu']",GFantasy
Mahouka Koukou no Rettousei: Raihousha-hen,93234,Manga,44.0,7.0,Finished,"['Sci-Fi', 'Supernatural']",7.71,1490.0,"['Majiko!', 'Satou, Tsutomu']",GFantasy
Mahouka Koukou no Rettousei: Tsuioku-hen,60977,Manga,17.0,3.0,Finished,"['Sci-Fi', 'Supernatural']",7.85,1017.0,"['Satou, Tsutomu', 'Ikawa, Waki']",Dengeki Daioh
Mahouka Koukou no Rettousei: Yokohama Souran-hen,60975,Manga,24.0,5.0,Finished,"['Action', 'Drama', 'Sci-Fi']",7.5,2551.0,"['Amou, Gin', 'Satou, Tsutomu']",GFantasy
Onmyouji,15079,Manga,118.0,13.0,Finished,"['Award Winning', 'Supernatural']",,17878.0,"['Yumemakura, Baku', 'Okano, Reiko']",Comic Burger
Otaku no Musume-san,738,Manga,63.0,11.0,Finished,"['Comedy', 'Slice of Life']",7.65,1725.0,['stuhiro'],Dragon Age
Ressentiment,1238,Manga,49.0,4.0,Finished,"['Comedy', 'Sci-Fi', 'Ecchi']",7.11,6202.0,"['Hanazawa, Kengo']",Big Comic Spirits
"Secretly, Greatly",94590,Manhwa,,2.0,Finished,"['Action', 'Comedy', 'Drama']",,20185.0,['Hun'],Daum Webtoon
Shinohayu: the Dawn of Age,56435,Manga,,,Publishing,[],7.8,1150.0,"['Igarashi, Aguri', 'Kobayashi, Ritz']",Big Gangan
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,98964,Manga,19.0,4.0,Finished,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",7.41,3178.0,"['Kareno, Akira', 'Seu, Kaname']",Comic Alive
Ukare Bakemono no Hogaraka na Hatan,52063,Manga,35.0,5.0,Finished,"['Drama', 'Supernatural']",,28793.0,"['Takahashi, You', 'Ryuuguu, Tsukasa']",Gangan Online
Yuyushiki,45353,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.49,2628.0,"['Mikami, Komata']",Manga Time Kirara
Carole & Tuesday,121552,Manga,18.0,3.0,Finished,"['Drama', 'Sci-Fi']",7.05,6994.0,"['Watanabe, Shinichiro', 'Yamataka, Morito']",Young Ace
Karadasagashi,88228,Manga,153.0,17.0,Finished,['Horror'],7.47,2779.0,"['Murase, Katsutoshi', 'Welzard']",Shounen Jump+
Shaman King & A Garden,132526,Manga,,,Publishing,"['Adventure', 'Fantasy']",,29149.0,"['Nuesawa, Kyou']",Nakayoshi
Shaman King: The Super Star,114353,Manga,,,Publishing,"['Action', 'Supernatural']",7.13,5976.0,"['Takei, Hiroyuki']",Shounen Magazine Edge
Kobayashi-san Chi no Maid Dragon: Elma no OL Nikki,109153,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Slice of Life']",7.4,3266.0,"['Kazama, Ayami']",Monthly Action
Kono Subarashii Sekai ni Nichijou wo!,106218,Manga,,,Publishing,"['Comedy', 'Fantasy']",7.39,3376.0,"['Somemiya, Suzume']",Comic Alive
Makka na Freesia,116406,Manga,,,Publishing,"['Boys Love', 'Supernatural', 'Erotica']",,,"['Katsura, Komachi']",Canna
Double Fake: Tsugai Keiyaku,140768,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",,,['Jiita'],Charles Mag Omegaverse
Hana to Junketsu,99190,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.45,,"['Katsura, Komachi']",Canna
Hayama-sensei no Dakimakura,139883,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Nomori, Mochi']",equal
Mairimashita! Iruma-kun Kalego Gaiden,134814,Manga,2.0,,Finished,"['Comedy', 'Fantasy', 'Supernatural']",7.67,1658.0,"['Nishi, Osamu']",Shounen Champion (Weekly)
Midnight Rain,113836,Manga,8.0,1.0,Finished,"['Boys Love', 'Drama', 'Erotica']",7.69,,['CTK'],B-BOY P!
Namae mo Shiranai Machiawase,109969,Manga,7.0,1.0,Finished,"['Boys Love', 'Romance', 'Erotica']",6.99,,"['Mizuhara, Zakuro']",Shousetsu B-Boy
Never Good Enough,125117,Manga,16.0,2.0,Finished,"['Boys Love', 'Drama', 'Erotica']",7.24,,['CTK'],B-BOY P!
Genshi Otome to Kami no Tou,82743,Manga,5.0,1.0,Finished,[],6.32,14224.0,"['Shiomiya, Iruka']",Young Magazine the 3rd
Mairimashita! Iruma-kun Koushiki Anthology: Houkago no! Iruma-kun,134091,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Supernatural']",,27890.0,"['Shinobi', 'Sakurai, Norio', 'Fukui, Takumi', 'Heriyama', 'Sako, Misaki', 'Rio', 'Itagaki, Paru', 'Hachi', 'Nangou, Kouta', 'Tsudanuma, Atsushi', 'Kakemaru, Kakeru']",Princess
MagMell Shinkai Suizokukan,111323,Manga,,,Publishing,['Slice of Life'],7.58,2108.0,"['Sugishita, Kiyomi']",Go Go Bunch
Dirty Work,1739,One-shot,1.0,,Finished,['Drama'],6.07,14986.0,"['Sadamoto, Yoshiyuki', 'Takaha, Mako']",Comic Cue
Kudan no Gotoshi,92369,Manga,57.0,6.0,Finished,['Horror'],5.59,15433.0,"['Watanabe, Jun']",Young Magazine (Weekly)
Mokuyoubi wa Kimi to Nakitai.,120557,Manga,35.0,3.0,Finished,"['Drama', 'Romance', 'Slice of Life']",6.82,9727.0,"['Kudou, Makoto']",Ganma!
Senpai ga Boku wo Tori ni Kiteru,123129,Manga,43.0,3.0,Finished,"['Comedy', 'Romance']",6.51,12983.0,"['Sukeno, Yoshiaki']",Magazine pocket
Adam to Eve,93432,Manga,15.0,2.0,Finished,"['Action', 'Drama', 'Supernatural']",6.42,13653.0,"['Ikegami, Ryoichi', 'Yamamoto, Hideo']",Big Comic Superior
Kakusan,9752,Manga,7.0,2.0,Finished,['Supernatural'],7.12,6076.0,"['Oda, Hideji']",Afternoon
Kyoko,3260,Manga,14.0,2.0,Finished,"['Action', 'Drama']",6.24,14550.0,"['Ikegami, Ryoichi', 'Buronson']",Big Comic Spirits
Ookami Shoujo Laura,90280,One-shot,1.0,,Finished,['Drama'],5.57,15446.0,['Nishioka Kyoudai'],Garo
Strain,1437,Manga,40.0,5.0,Finished,['Action'],7.04,7118.0,"['Ikegami, Ryoichi', 'Buronson']",Big Comic Superior
Bimyou ni Yasashii Ijimekko,121006,Manga,142.0,10.0,Finished,"['Comedy', 'Slice of Life']",7.03,7241.0,['Mosco'],Magazine pocket
Danchigai,86633,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.63,1836.0,"['Yoneda, Kazusa']",Manga 4-koma Palette
Fudanshi Kazoku,122413,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.14,5814.0,"['Suzuri, Machi']",Gangan pixiv
Futari Seitokai,111822,Manga,,,Publishing,['Comedy'],6.78,10241.0,"['Yuzuchiri', 'Katoson']",Sunday Webry
Hayate x Blade,4145,Manga,115.0,18.0,Finished,"['Action', 'Comedy', 'Girls Love']",7.5,2555.0,"['Hayashiya, Shizuru']",Ultra Jump
Hiiragi-san Chi no Kyuuketsu Jijou,140912,Manga,,,Publishing,"['Comedy', 'Romance', 'Supernatural']",6.83,9673.0,"['Yoshikawa, Miki']",Bessatsu Shounen Magazine
Ikitemasu ka? Honda-kun,99408,Manga,36.0,3.0,Finished,"['Comedy', 'Romance', 'Supernatural']",6.17,14788.0,"['Tonogai, Yoshiki']",Shounen Gangan
Kimi to Pico-Pico,135383,Manga,,,Publishing,"['Comedy', 'Romance']",,34506.0,['Yuzuchiri'],Magazine pocket
Supernova wa Kiss no Mae ni,130170,Manga,,,Publishing,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",,33563.0,['Nametake'],LINE Manga
